"TID","RID","t_drvloneE","r_drvloneE","t_drvloneM","r_drvloneM","t_drvloneCV","r_drvloneCV"
"g45091060904",64,0.8847477064220184,0.8858206032119076,0.04772690862942197,0.03421375863138058,0.03279275900368245,0.023479514238516037
"g45091061404",64,0.8881334981458591,0.8858206032119076,0.03225735860886485,0.03421375863138058,0.02207926689093638,0.023479514238516037
"g37071031401",65,0.8897996357012751,0.8783309957924264,0.05709076577110967,0.031319345523261925,0.0390038737881166,0.021676470386241018
"g37071032000",65,0.8606676342525399,0.8783309957924264,0.0724664987473462,0.031319345523261925,0.05118419825719671,0.021676470386241018
"g37071031402",65,0.8779342723004695,0.8783309957924264,0.03156185106957539,0.031319345523261925,0.021854182266207948,0.021676470386241018
"g45091061004",66,0.8248337028824834,0.8248337028824834,0.12146023181296339,0.12146023181296339,0.08951623451260987,0.08951623451260987
"g37159050500",67,0.7931034482758621,0.7473423980222497,0.09715072677462383,0.008011237398593355,0.07446467758594134,0.006516495173740959
"g37159050800",67,0.9101796407185628,0.7473423980222497,0.061956726850135736,0.008011237398593355,0.04138047266026503,0.006516495173740959
"g37159050400",67,0.47266514806378135,0.7473423980222497,0.24059777795754697,0.008011237398593355,0.30943691953964364,0.006516495173740959
"g37159050700",67,0.791705069124424,0.7473423980222497,0.07736301073410543,0.008011237398593355,0.05940240588406282,0.006516495173740959
"g37071030302",68,0.8610662358642972,0.8074239049740163,0.05939368257604442,0.03428160984415295,0.04193124827018197,0.025810338628023455
"g37071031202",68,0.6987951807228916,0.8074239049740163,0.1394313478034164,0.03428160984415295,0.12129548126699047,0.025810338628023455
"g37071031001",68,0.8820014936519791,0.8074239049740163,0.08230959328682044,0.03428160984415295,0.0567303199395971,0.025810338628023455
"g37071031302",68,0.7870090634441088,0.8074239049740163,0.05297736767595863,0.03428160984415295,0.040920858766441214,0.025810338628023455
"g37071032302",68,0.7925170068027211,0.8074239049740163,0.07700079208951335,0.03428160984415295,0.05906370683516685,0.025810338628023455
"g45023020700",69,0.8891595615103532,0.8889272162814764,0.052366078198712494,0.12215992570884378,0.03580176558366403,0.08354042001902216
"g45091061302",69,0.8888354186717998,0.8889272162814764,0.15100303933756612,0.12215992570884378,0.10327576822793634,0.08354042001902216
"g37179020601",70,0.7367055771725033,0.8201025641025641,0.06652066606562972,0.04334114697185029,0.0548904421599817,0.032126715559568565
"g37179020401",70,0.8953942232630757,0.8201025641025641,0.05474610360488005,0.04334114697185029,0.0371683279589421,0.032126715559568565
"g45091061706",71,0.8409951325040562,0.799934053251999,0.21291570276122385,0.01395018698414342,0.1539034331475104,0.01060131993980133
"g45091061802",71,0.8734359961501443,0.799934053251999,0.06525348678258014,0.01395018698414342,0.04541577550610885,0.01060131993980133
"g45091061501",71,0.7226153410699122,0.799934053251999,0.14763482828161698,0.01395018698414342,0.12419832637899099,0.01060131993980133
"g37071033306",71,0.8352272727272727,0.799934053251999,0.18050318544133848,0.01395018698414342,0.13137547562258575,0.01060131993980133
"g45091061602",71,0.7656039515042659,0.799934053251999,0.052851848217313833,0.01395018698414342,0.04196527858522953,0.01060131993980133
"g45091061801",71,0.8722826086956522,0.799934053251999,0.1373341018817856,0.01395018698414342,0.09570955030820688,0.01060131993980133
"g45091061601",71,0.8426294820717132,0.799934053251999,0.08134262415619796,0.01395018698414342,0.05868344841293032,0.01060131993980133
"g37179021008",72,0.7805779569892473,0.7805779569892473,0.04727499655603962,0.04727499655603962,0.03681707825950196,0.03681707825950196
"g37071032508",73,0.9277950310559007,0.9165313413445924,0.059875719577857506,0.03169572075558559,0.03923130918659585,0.02102264754489757
"g37071032200",73,0.9084310441094361,0.9165313413445924,0.03347044675197163,0.03169572075558559,0.022397711166908415,0.02102264754489757
"g37179020306",74,0.836272040302267,0.8422672064777328,0.0606918680447885,0.03977371950799212,0.044118122850882624,0.028706511076821362
"g37179020307",74,0.8471731448763251,0.8422672064777328,0.05262748788134948,0.03977371950799212,0.03776370160259871,0.028706511076821362
"g45091061708",75,0.8089073019161056,0.8089073019161056,0.052518579070716456,0.052518579070716456,0.039468289888481174,0.039468289888481174
"g37071031701",76,0.8449891852919971,0.8888454011741683,0.06935501227072945,0.04856576858877997,0.04989543347796183,0.03321529654178905
"g37071031703",76,0.9409246575342466,0.8888454011741683,0.05598306188168271,0.04856576858877997,0.03616894954396531,0.03321529654178905
"g37119005611",77,0.745872641509434,0.7926944971537002,0.03960518776761619,0.030493187531963492,0.03227910590428634,0.02338466103051666
"g37025042604",77,0.8242063492063492,0.7926944971537002,0.04496933540319119,0.030493187531963492,0.03316764307183812,0.02338466103051666
"g45091060200",78,0.743124634289058,0.7634044768349818,0.03726996633552316,0.03991725651596463,0.030488175797529656,0.031786307479884826
"g45091060300",78,0.7415056628914057,0.7634044768349818,0.08894090826563737,0.03991725651596463,0.07291572289178277,0.031786307479884826
"g45091060402",78,0.870253164556962,0.7634044768349818,0.08717757531695727,0.03991725651596463,0.06089663177708428,0.031786307479884826
"g37119002002",79,0.8971503439240092,0.8971503439240092,0.04743487558334982,0.04743487558334982,0.032141536614757896,0.032141536614757896
"g37071030502",80,0.9068441064638784,0.8858384808968199,0.0454969554050744,0.01884708719415677,0.03049887345946249,0.012933730143569803
"g37071030501",80,0.8937558247903076,0.8858384808968199,0.3947566477515432,0.01884708719415677,0.2685002317113545,0.012933730143569803
"g37071030401",80,0.8616279069767442,0.8858384808968199,0.0409078283663858,0.01884708719415677,0.028861624105346657,0.012933730143569803
"g37109070500",81,0.815442561205273,0.8391472868217055,0.05448881999544909,0.046754864694342375,0.04062076755453711,0.03387058576592328
"g37071030602",81,0.8909465020576132,0.8391472868217055,0.08117200851318257,0.046754864694342375,0.05538456676387503,0.03387058576592328
"g37097061102",82,0.9557399723374828,0.8922486201103912,0.052355159205586546,0.04032954826538645,0.033300735998345266,0.027477142762616324
"g37097061103",82,0.8367016976556184,0.8922486201103912,0.08068827337501962,0.04032954826538645,0.058623787007855324,0.027477142762616324
"g37097061101",82,0.8766846361185984,0.8922486201103912,0.0751528391252248,0.04032954826538645,0.05211180236004271,0.027477142762616324
"g37025042000",83,0.9027258150721539,0.8283132530120482,0.06326698326566216,0.04358240275382368,0.04260448915476826,0.031985316859396436
"g37025042402",83,0.7806624888093107,0.8283132530120482,0.08082952986281912,0.04358240275382368,0.06294204348510148,0.031985316859396436
"g37025041901",83,0.7679558011049724,0.8283132530120482,0.08319543449129845,0.04358240275382368,0.06585630597592451,0.031985316859396436
"g45091061502",84,0.8131838804376835,0.8131838804376835,0.0512843014185674,0.0512843014185674,0.038338028917849744,0.038338028917849744
"g45091061003",85,0.8050054406964091,0.8050054406964091,0.022561560220297674,0.022561560220297674,0.017037442833439387,0.017037442833439387
"g37119005831",86,0.8593864134404675,0.8593864134404675,0.028723597260023527,0.028723597260023527,0.020318163141135076,0.020318163141135076
"g45057010100",87,0.7981873111782477,0.8510119483052914,0.0651548473464794,0.026580247014765367,0.04962219942910682,0.018987048189364798
"g45057010200",87,0.8867538838920687,0.8510119483052914,0.13554865712906675,0.026580247014765367,0.09292364089671883,0.018987048189364798
"g37097061203",88,0.9121844127332601,0.8958585613950109,0.038565830979360324,0.0360291948242562,0.025701243985674607,0.02444833039231894
"g37097061202",88,0.88296488946684,0.8958585613950109,0.05534781815054616,0.0360291948242562,0.038105807447721705,0.02444833039231894
"g37025041502",89,0.8547562222979884,0.8447888589398024,0.03368731770933723,0.024871861241142636,0.02395842470056149,0.01789757562143015
"g37119005618",89,0.825543120473996,0.8447888589398024,0.028725885264297465,0.024871861241142636,0.021152794809299776,0.01789757562143015
"g37159050901",90,0.8387776606954689,0.8284518828451883,0.05756470441688239,0.03610473968825922,0.04171992522767438,0.026492993108881986
"g37159050904",90,0.8122415219189413,0.8284518828451883,0.027500227657940513,0.03610473968825922,0.02058188749370126,0.026492993108881986
"g37071031101",91,0.9079391891891891,0.8755577590480912,0.09746125373557704,0.03656782183814674,0.06525432921350009,0.025389163306750607
"g37119006007",91,0.870917973772178,0.8755577590480912,0.053457767814786276,0.03656782183814674,0.037313644074779724,0.025389163306750607
"g37071031102",91,0.9146968139773896,0.8755577590480912,0.0990374756775959,0.03656782183814674,0.06581979019452942,0.025389163306750607
"g37119006008",91,0.8466864490603363,0.8755577590480912,0.0648757766795655,0.03656782183814674,0.04657941810573014,0.025389163306750607
"g37071033203",92,0.7694805194805194,0.7406694882647172,0.08520178113665747,0.02860023397370239,0.06731086040062714,0.023473574577871553
"g37071033100",92,0.8473684210526315,0.7406694882647172,0.0835714553588537,0.02860023397370239,0.059954224237505724,0.023473574577871553
"g37071031900",92,0.6653944020356234,0.7406694882647172,0.040495092538340854,0.02860023397370239,0.03699621976920143,0.023473574577871553
"g37071032100",92,0.721370604147881,0.7406694882647172,0.12233205742450798,0.02860023397370239,0.10308985690256789,0.023473574577871553
"g37071033204",92,0.7074877536738978,0.7406694882647172,0.18804031841457525,0.02860023397370239,0.16157201784289413,0.023473574577871553
"g37119006213",93,0.7791547505560852,0.8002050681119086,0.07404640888065032,0.044242215126988574,0.057771597343129505,0.03361008905691073
"g37119006108",93,0.8086253369272237,0.8002050681119086,0.06612119251385827,0.044242215126988574,0.04970813054233317,0.03361008905691073
"g37119006105",93,0.8328748280605227,0.8002050681119086,0.08345927926115287,0.044242215126988574,0.06091566518951971,0.03361008905691073
"g37119003808",94,0.5083240843507214,0.6218167996959331,0.07248367502144154,0.02668128314978722,0.08668293650776979,0.026084250253450174
"g37119003109",94,0.624113475177305,0.6218167996959331,0.07970004731714704,0.02668128314978722,0.07762991621800036,0.026084250253450174
"g37119003700",94,0.6189320388349514,0.6218167996959331,0.10808845158407258,0.02668128314978722,0.10616232684340642,0.026084250253450174
"g37119003201",94,0.6662468513853904,0.6218167996959331,0.09575691986396968,0.02668128314978722,0.0873713600496342,0.026084250253450174
"g37119003807",94,0.5454140694568121,0.6218167996959331,0.07906678207566664,0.02668128314978722,0.08812554682312376,0.026084250253450174
"g37119005824",94,0.607773851590106,0.6218167996959331,0.09309210808683528,0.02668128314978722,0.09311184911491617,0.026084250253450174
"g37119003203",94,0.6640493550196298,0.6218167996959331,0.11015841883422346,0.02668128314978722,0.10084431774286354,0.026084250253450174
"g37119003903",94,0.3740648379052369,0.6218167996959331,0.14044304635922594,0.02668128314978722,0.22823773694042393,0.026084250253450174
"g37119003805",94,0.643859649122807,0.6218167996959331,0.10829709120386855,0.02668128314978722,0.1022491440269085,0.026084250253450174
"g37119003802",94,0.7535545023696683,0.6218167996959331,0.046157517396459305,0.02668128314978722,0.03723590132344216,0.026084250253450174
"g37119003902",94,0.6137884872824632,0.6218167996959331,0.10428982794661118,0.02668128314978722,0.10328977003260739,0.026084250253450174
"g37119003102",94,0.7642015005359056,0.6218167996959331,0.09327839861708635,0.02668128314978722,0.07420057883743211,0.026084250253450174
"g37119005918",95,0.8559276980329612,0.8559276980329612,0.0701682537408709,0.0701682537408709,0.04983536985277358,0.04983536985277358
"g37119002903",96,0.8411042944785276,0.8411042944785276,0.053003267404402414,0.053003267404402414,0.03830777165256693,0.03830777165256693
"g37119005848",97,0.8046647230320699,0.8046647230320699,0.05716555536226649,0.05716555536226649,0.04318705230883531,0.04318705230883531
"g37119005811",98,0.8695652173913043,0.8175132153527924,0.06809631633865701,0.0410083016883551,0.04760532753158393,0.03049376855193416
"g37119003015",98,0.7671790235081374,0.8175132153527924,0.0475027175031323,0.0410083016883551,0.0376405389510646,0.03049376855193416
"g37119005522",99,0.8462594371997255,0.7917713295799047,0.05244076109699328,0.02512372896872117,0.037670341652341365,0.01928938696948655
"g37119005510",99,0.7287899860917941,0.7917713295799047,0.05144318175561651,0.02512372896872117,0.0429100996337366,0.01928938696948655
"g37119005512",99,0.8058165548098434,0.7917713295799047,0.06342443267255155,0.02512372896872117,0.047846976949027877,0.01928938696948655
"g37119005404",99,0.8143573909687379,0.7917713295799047,0.15389163603283754,0.02512372896872117,0.11487726096921076,0.01928938696948655
"g37119006109",99,0.7233009708737864,0.7917713295799047,0.10578756935392736,0.02512372896872117,0.08890981125194931,0.01928938696948655
"g37119005706",100,0.8710089399744572,0.8710089399744572,0.04769677669899845,0.04769677669899845,0.033288982124197376,0.033288982124197376
"g37071030901",101,0.8817504655493482,0.8621426663104461,0.09799897589032111,0.13942793212176208,0.06756315743923694,0.0983115958213055
"g37071030902",101,0.8313356164383562,0.8621426663104461,0.36014288394352784,0.13942793212176208,0.2633495305789103,0.0983115958213055
"g37071031301",101,0.8720852764823451,0.8621426663104461,0.029894647424020954,0.13942793212176208,0.020838601955345596,0.0983115958213055
"g37071030402",102,0.888042203985932,0.8881343817012152,0.07441206616553779,0.05294909444441915,0.05093823061318225,0.03624214986098592
"g37071030301",102,0.8882783882783882,0.8881343817012152,0.06991608761458092,0.05294909444441915,0.0478478160468288,0.03624214986098592
"g37025042503",103,0.8401486988847584,0.8657822191592005,0.08354666792295379,0.03965221977892215,0.06045149869885835,0.02784151988953278
"g37025042504",103,0.8937677053824362,0.8657822191592005,0.11378251203460221,0.03965221977892215,0.07739001969800352,0.02784151988953278
"g37025042603",103,0.8719862227324914,0.8657822191592005,0.04925864660524639,0.03965221977892215,0.03434052653675099,0.02784151988953278
"g37097061205",104,0.9281624154086413,0.9313543599257885,0.06098012804162578,0.035941463281292156,0.03993911629692899,0.023459291961172298
"g37097061204",104,0.9235059760956176,0.9313543599257885,0.06143935013144084,0.035941463281292156,0.0404427799958345,0.023459291961172298
"g37097061201",104,0.9408955223880597,0.9313543599257885,0.06231434326857306,0.035941463281292156,0.04026064407405145,0.023459291961172298
"g37097061407",105,0.7935483870967742,0.8022188217291507,0.06806761373606551,0.061533864522002844,0.052143623837152014,0.04662892911440006
"g37097061404",105,0.8184818481848185,0.8022188217291507,0.12064332446583559,0.061533864522002844,0.08960419480622654,0.04662892911440006
"g37071033202",106,0.8343558282208589,0.7995642701525054,0.028539716177073217,0.11378707675170825,0.020793732061786762,0.08651146356978721
"g37071033400",106,0.7463075586446568,0.7995642701525054,0.21179361022802942,0.11378707675170825,0.17251589313399823,0.08651146356978721
"g37071032702",106,0.8247232472324724,0.7995642701525054,0.08025370179271799,0.11378707675170825,0.05915492866547417,0.08651146356978721
"g37119005610",107,0.7931377424167081,0.7014758311914435,0.09207412993835554,0.020860976475334397,0.07057048539071871,0.018078234633283917
"g37119005306",107,0.7463271302644466,0.7014758311914435,0.061247961590776744,0.020860976475334397,0.04988804759845157,0.018078234633283917
"g37119005514",107,0.8243547982961664,0.7014758311914435,0.043297968758365876,0.020860976475334397,0.0319291568471537,0.018078234633283917
"g37119005307",107,0.5402061855670103,0.7014758311914435,0.09022995366525151,0.020860976475334397,0.10153722250550358,0.018078234633283917
"g37119005305",107,0.6523955147808359,0.7014758311914435,0.10154806184195724,0.020860976475334397,0.09462257662135262,0.018078234633283917
"g37119005604",107,0.5828571428571429,0.7014758311914435,0.06756740173091706,0.020860976475334397,0.07047079863466528,0.018078234633283917
"g37119005609",107,0.6331109763493026,0.7014758311914435,0.0733700375638164,0.020860976475334397,0.07044870205937721,0.018078234633283917
"g37119005524",107,0.8065395095367848,0.7014758311914435,0.068426715203058,0.020860976475334397,0.05157439513579702,0.018078234633283917
"g37119005523",107,0.7547576301615799,0.7014758311914435,0.038460475541655534,0.020860976475334397,0.0309771340606314,0.018078234633283917
"g37119005308",107,0.29961587708066584,0.7014758311914435,0.05991886435812261,0.020860976475334397,0.12157180023301314,0.018078234633283917
"g37119005301",107,0.6920473773265652,0.7014758311914435,0.09819963907923938,0.020860976475334397,0.08625974345587574,0.018078234633283917
"g37119006006",108,0.8476767676767677,0.786673058485139,0.15082786514752158,0.03754761028836529,0.10816466289797373,0.02901496976657424
"g37119005906",108,0.6977018267530937,0.786673058485139,0.0998689673976494,0.03754761028836529,0.08701513476228695,0.02901496976657424
"g37119003012",109,0.7620396600566572,0.7913550702961412,0.06727563239390598,0.01726264871298294,0.05366786417113662,0.013260812711728057
"g37119003008",109,0.7971830985915493,0.7913550702961412,0.015311604683997343,0.01726264871298294,0.011676070892240232,0.013260812711728057
"g37119003006",109,0.8082652570879385,0.7913550702961412,0.1035673610185078,0.01726264871298294,0.07789383686359586,0.013260812711728057
"g37119000600",110,0.7116644823066841,0.7468354430379747,0.08267684792059272,0.05817022727383162,0.07062243974252269,0.04734890479246508
"g37119002500",110,0.8049837486457205,0.7468354430379747,0.06924821616137475,0.05817022727383162,0.05229444707192061,0.04734890479246508
"g37119005513",111,0.7674530572941742,0.7674530572941742,0.05710373207637736,0.05710373207637736,0.045232101963913224,0.045232101963913224
"g37119006403",112,0.726982680036463,0.7269703172978506,0.07712803527305188,0.07230758954129836,0.06449444384105948,0.06046461655746329
"g37119006405",112,0.7269544924154026,0.7269703172978506,0.13203545550025306,0.07230758954129836,0.11041229599273723,0.06046461655746329
"g37071032402",113,0.9145850120870266,0.9002656363197296,0.054896000148247644,0.045385173996041306,0.03648805547927926,0.03064625629714296
"g37071032502",113,0.8788426763110307,0.9002656363197296,0.07240514583892452,0.045385173996041306,0.05008323720580542,0.03064625629714296
"g37025041302",114,0.8664024908010189,0.8545181852268466,0.0601729440588821,0.0413887013359354,0.04221975085322465,0.029443849409486033
"g37025041301",114,0.8312048861743476,0.8545181852268466,0.030256982731602176,0.0413887013359354,0.02212848225310419,0.029443849409486033
"g37119005843",115,0.8412931667891257,0.8258463541666666,0.10715091437539444,0.06780194998950241,0.07742525024351246,0.04990878832015686
"g37119005845",115,0.8135593220338984,0.8258463541666666,0.08599613772531478,0.06780194998950241,0.06425749906020228,0.04990878832015686
"g37119005612",116,0.8330058939096268,0.8276877761413843,0.06207465839920238,0.03411608593888562,0.04530022527555486,0.025056866329006625
"g37119005613",116,0.7835926449787836,0.8276877761413843,0.052465644624295316,0.03411608593888562,0.04070228210349357,0.025056866329006625
"g37119005605",116,0.8326180257510729,0.8276877761413843,0.04376696557328826,0.03411608593888562,0.031954698644991585,0.025056866329006625
"g45091061103",117,0.8174491941135249,0.814746785620572,0.02831516253425909,0.03181192811665077,0.021056800699563796,0.023735666672061652
"g45091061203",117,0.8142348754448399,0.814746785620572,0.07258916096287206,0.03181192811665077,0.05419461982317429,0.023735666672061652
"g45091061202",117,0.8115423901940756,0.814746785620572,0.05271279178303362,0.03181192811665077,0.039485614936724873,0.023735666672061652
"g45091060802",118,0.8458049886621315,0.8695077634621737,0.029158594429952386,0.040183127504992276,0.020957064047538648,0.028093404291722086
"g45091060700",118,0.8792540792540793,0.8695077634621737,0.05451066595712522,0.040183127504992276,0.037687835330570026,0.028093404291722086
"g45057011202",119,0.7932857520486386,0.7780065191284955,0.061903368856517815,0.04704613362575195,0.047437165197053245,0.03675994047037169
"g37179021015",119,0.7497556207233627,0.7780065191284955,0.06591524623271289,0.04704613362575195,0.053444158860016154,0.03675994047037169
"g37119003018",120,0.8204895738893926,0.7552895322939867,0.1021009188832634,0.04443203366660246,0.07564682095634824,0.03576159030099051
"g37119003013",120,0.7263961430293291,0.7552895322939867,0.043533722346891034,0.04443203366660246,0.0364322816934569,0.03576159030099051
"g37025042502",121,0.9403927068723703,0.9147133578085287,0.08146692684723048,0.04431338717771083,0.05266307078560465,0.029449913524714284
"g37025042501",121,0.8973995271867612,0.9147133578085287,0.04746057838117714,0.04431338717771083,0.03215002298890519,0.029449913524714284
"g37097061408",122,0.7345553292600135,0.737586471944658,0.13415749478758757,0.05257446574137324,0.11102595656030233,0.043330731731893474
"g37119006404",122,0.7536764705882353,0.737586471944658,0.05950476215960324,0.05257446574137324,0.047995538015900605,0.043330731731893474
"g37119006304",122,0.726890756302521,0.737586471944658,0.08682613771238445,0.05257446574137324,0.07261317629371718,0.043330731731893474
"g37119005830",123,0.795938583457157,0.7882045322486926,0.09391951013670695,0.07278142035584603,0.07173157366839657,0.05613266953211254
"g37119005839",123,0.7772312016865777,0.7882045322486926,0.1141950801554682,0.07278142035584603,0.08931641120895213,0.05613266953211254
"g37109071001",124,0.8204334365325078,0.7950134368468199,0.06293163415664466,0.0418307533007403,0.04662939228673791,0.031985659843698624
"g37109070902",124,0.7915808065940536,0.7950134368468199,0.06699186691078554,0.0418307533007403,0.05144710283049787,0.031985659843698624
"g37071030203",124,0.7509615384615385,0.7950134368468199,0.06804667947704912,0.0418307533007403,0.05508372996674911,0.031985659843698624
"g37025041602",125,0.8800588668138337,0.8875289447568641,0.05437022073417725,0.04285604805690238,0.03755635806169851,0.029353756858394888
"g37025041701",125,0.8936298076923077,0.8875289447568641,0.06433303591711739,0.04285604805690238,0.04376334381911044,0.029353756858394888
"g37097061104",126,0.941031941031941,0.8326018808777429,0.28036674227059605,0.0469881611693767,0.18111575405196947,0.03430719095156729
"g37097060300",126,0.7270408163265306,0.8326018808777429,0.1355135844437921,0.0469881611693767,0.11330736437256228,0.03430719095156729
"g37097060400",126,0.8291457286432161,0.8326018808777429,0.072020884129224,0.0469881611693767,0.052803374566512205,0.03430719095156729
"g37179021010",127,0.8310983397190294,0.8249939569736524,0.06642287883390895,0.05842806378501717,0.04858468344517206,0.04305313936942622
"g37179021009",127,0.8059701492537313,0.8249939569736524,0.12249109562800473,0.05842806378501717,0.09238887095661732,0.04305313936942622
"g37179021012",128,0.8550316678395496,0.8878732480195003,0.07138339476291286,0.037268746732462096,0.05075152486427216,0.025516900233427262
"g37179021013",128,0.9129500268672757,0.8878732480195003,0.03695953923322261,0.037268746732462096,0.02461011484067233,0.025516900233427262
"g37119005836",129,0.7281600780868717,0.7281600780868717,0.08114146573833551,0.08114146573833551,0.06774076260740136,0.06774076260740136
"g37159051302",130,0.8348294434470377,0.8294158715382826,0.07444396513230335,0.04591668349905736,0.054208306145952824,0.03365365730855489
"g37159051303",130,0.8235862735621073,0.8294158715382826,0.051931975188887,0.04591668349905736,0.03833185519707151,0.03365365730855489
"g37119005834",131,0.7712158808933003,0.7571341833636915,0.09571462369747705,0.040093502142921726,0.07544603660341828,0.03219105697047605
"g37119005812",131,0.7375264590263079,0.7571341833636915,0.04397239007429729,0.040093502142921726,0.03624403692671423,0.03219105697047605
"g37119005835",131,0.7859399684044234,0.7571341833636915,0.08730262677291685,0.040093502142921726,0.06752615692108735,0.03219105697047605
"g37109071201",132,0.7765151515151515,0.8280087527352298,0.11223054653067,0.062269323436786234,0.087860817804424,0.04571653612814042
